Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/6182,SUPER GUEST HOUSE,"Flat A5, Block A,12/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",超級賓館,九龍尖沙咀彌敦道40號重慶大廈A座12字樓A5室,2367 7693/2723 4817,2367 4569,
H/6187,SUN RISE HOLIDAY RESORT LIMITED,"1/F & 2/F, 15 Main Street,Yung Shue Wan, Lamma Island.",輝煌渡假屋有限公司,南丫島榕樹灣大街15 號1字樓及2字樓,2982 2626,2982 0636,
H/6188,CM+,"G/F-33/F & R/F,16 Connaught Road West,Sheung Wan, Hong Kong.",壹棠,香港上環干諾道西16號地下-33字樓及天台,3709 6600,3709 6622,pollyfong@cmpd.com.hk
H/6190,J'S HOTEL,"Flat 6, 13/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",翡翠酒店,九龍油麻地彌敦道385號平安大樓13字樓6室,2332 3708,,
H/6191,TRIBUTE HOTELS YMT,"G/F, UG/F, 1-3/F, 5-13/F, 15/F, Roof & Upper Roof, Oriental Commercial Building,4 Tung Fong Street, Yau Ma Tei, Kowloon.",TRIBUTE HOTELS YMT,"九龍油麻地東方街4號東聯商業大廈地下,地下高層,1-3, 5-13及15字樓天台及天台高層",9888 4880,,i@up-otel.com
H/6192,WAN YUE HOTEL,"Flat A10, 14/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",萬悅賓館,九龍尖沙咀彌敦道58號美麗都大廈14字樓A10室,,,
H/6194,WE HOTEL,"G-27/F & R/F,11 Eastern Street, Sai Ying Pun, Hong Kong.",伯惠酒店,香港西營盤東邊街11號地下至27字樓及天台,3975 0088,3971 0850,wehotel.hk@gmail.com
H/6195,NEW CALIFORNIA HOTEL,"Flat A, 6/F, Golden Crown Court,68 Nathan Road, Tsim Sha Tsui,Kowloon.",新加洲酒店,九龍尖沙咀彌敦道68號金冠大廈6字樓A室,2312 7108,,seasonshotelhk@gmail.com
H/6198,POP INN ,"2/F, Long Wah Building,21 Lock Road,Tsim Sha Tsui, Kowloon.",POP INN,九龍尖沙咀樂道21號龍華大廈2字樓,6726 4567,,
H/6199,NEST-IN HOSTEL LIMITED,"2/F,167-169 Ki Lung Street,Sham Shui Po, Kowloon.",尚園(青年)旅舍有限公司,九龍深水埗基隆街167-169號2字樓,2377 6901,2397 1993,nestin@biznetvigator.com
H/6200,HOTEL EASE ACCESS . TSUEN WAN,"G/F-20/F, Hotel Ease,12-14 Ka Hing Road,Kwai Chung, New Territories.",旭逸雅捷酒店．荃灣,新界葵涌嘉慶路12-14號旭逸酒店地下-20字樓,3896 1888,3896 1899,info.neatw@hotelease.com.hk
H/6203,HOTEL COZI．OASIS,"LCP-UCP/F, LG-UG/F & 1-26/F & Roof-Top Roof, Hotel Cozi, 443-451 Castle Peak Road,Kwai Chung, New Territories.",悅品酒店．荃灣,"新界青山公路葵涌段443-451號悅品酒店底、高層停車場,地下底、高層及1-26字樓及天台至天台高層",3891 1888,3891 1889,
H/6204,B3 INN,"7/F, Long Wah Building,21A Lock Road, Tsim Sha Tsui,Kowloon.",賓賓賓館,九龍尖沙咀樂道21A號龍華大廈7字樓,,,
H/6205,LANTAU LODGE,"2/F, 47A Shui Hau Village, Lantau Island.",LANTAU LODGE,大嶼山水口村47A號2字樓,6113 2043,,michael@ppc-hk.com
H/6206,Y-LOFT,"Youth Square,238 Chai Wan Road,Chai Wan, Hong Kong.",Y旅舍,香港柴灣柴灣道238號青年廣場,3721 8989,3721 8990,loft@youthsquare.hk
H/6207,"THE MURRAY, A NICCOLO HOTEL, HONG KONG","B/F, LG-UG/F, Upper part of UG/F, 1/F, U1-3/F,5-13/F, 15-23/F & 25-26/F, Murray Building,22 Cotton Tree Drive, Central, Hong Kong.","THE MURRAY, A NICCOLO HOTEL, HONG KONG","香港中環紅棉路22號美利大廈地庫,地下底-高層,(部份)地下高層1字樓,1字樓高層-3字樓5-13字樓及25-26字樓",3141 8888,3141 8899,
H/6208,HONG KONG FAMILY INN,"Flat E4, 13/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港家庭賓館,九龍尖沙咀彌敦道58號美麗都大廈13字樓E4室,9710 5234,,
H/6209,ECC HOTEL HUNG HOM,"G-3/F, 5-17/F & R-UR/F,179-181 Bulkeley Street, Hung Hom, Kowloon.",帝悅酒店紅磡,"九龍紅磡寶其利街179-181號地下-3字樓, 5-17字樓及天台-天台高層",2821 6980,2815 9949,id.dept@dorsett.com
H/6210,SEASONS HOTEL-CAUSEWAY BAY,"Flat A, 4/F, Bright Star Mansion,95-97 Leighton Road, Causeway Bay, Hong Kong.",季節酒店－銅鑼灣 ,香港銅鑼灣禮頓道95-97號星輝大廈4字樓A室,3565 5084,,galaxyhotelhk@gmail.com
H/6211,DREAM PARADISE HOTEL,"Flat G, 3/F, Lyton Building,32-48 Mody Road, Tsim Sha Tsui, Kowloon. ",凱旋酒店(11號),九龍尖沙咀麼地道32-48號麗東大廈3字樓G室,3996 9009/3996 9229,3119 8845,tel.39969009@gmail.com
H/6212,SORAVIT ON GRANVILLE,"G/F(Portion), 3-5, 7-17/F,29A Granville Road, Tsim Sha Tsui, Kowloon.",瑞生嘉威酒店,"九龍尖沙咀加連威老道29A號 加連威大廈地下(部份),3-5字樓, 3-17字樓",2105 3999,2105 3929,jayleung@soravithotels.com
H/6213,IW HOTEL,"G-3/F & 5-23/F, D-Tower,101 Wai Yip Street, Kwun Tong, Kowloon.",愛得甫酒店,九龍觀塘偉業街101號D-Tower地下-3字樓 及 5-23字樓,3188 6655,3188 6668,
H/6215,WING SHUN GUEST HOUSE,"Flat E3, 9/F, Block E, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",永順賓館,九龍尖沙咀彌敦道58號美麗都大廈E座9字樓E3室,6909 5539,,267085796@qq.com
H/6220,SEASONS HOTEL-CAUSEWAY BAY,"Flat B, 6/F, Haywood Mansion,57 Paterson Street, Causeway Bay, Hong Kong.",季節酒店－銅鑼灣,香港銅鑼灣百德新街57號海華大廈6字樓B室,3591 2803,,
H/6221,SKYLINE HOSTEL,"Flat C3, 14/F, Block C,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",SKYLINE HOSTEL,九龍尖沙咀彌敦道40號重慶大廈C座14字樓C3室,2723 3681,2368 3344,info@canadianhostelhk.com
H/6222,ICLUB MA TAU WAI HOTEL,"B-3/F, 5-12/F, 15-23/F, R/F & UR/F,8 Ha Heung Road, To Kwa Wan, Kowloon.",富薈馬頭圍酒店,"九龍土瓜灣下鄉道8號地庫-3字樓,5-12字樓,15-23字樓,天台及天台高層",3963 6600,3963 6699,
H/6224,SUNBEAM HOSTEL,"Flat B, 1/F,Block 7, Bela Vista Villa,DD CC 1491, Cheung Chau.",晴天旅舍,長洲長洲地段1491號東堤小築7座1字樓B室,9125 5095,,
H/6225,KERRY HOTEL HONG KONG,"B/F(Portion), G/F(Portion), 1/F(Portion),2/F(Portion), 3/F(Portion), 4/F(Portion), 5-6/F,7/F(Portion), 8/F-15/F, 16/F(Portion),38 Hung Luen Road, Hung Hom, Kowloon.",香港嘉里酒店,"九龍紅磡紅鸞道 38號地庫(部份), 地下(部份),1字樓(部份), 2字樓(部份), 3字樓(部份), 4字樓(部份),5-6字樓, 7字樓(部份), 8-15字樓和16字樓(部份)",2252 5888,,
H/6226,GUANG CHOW HOTEL,"Flat 20, 3/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",廣州賓館,九龍旺角西洋菜南街14-24號榮華大樓3字樓20室,2782 1283,2782 1918,
H/6227,VICTORIA INN,"Flat A3-A4, 14/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",VICTORIA INN,九龍尖沙咀彌敦道58號美麗都大廈A座14字樓A3-A4室,5537 5756,2739 8100,sleepinhotel@gmail.com
H/6230,STARLIGHT GUEST HOUSE,"Flat D2, 15/F, Block D,Mirador Mansion, 58 Nathan Road,Tsim Sha Tsui, Kowloon.",星光客棧,九龍尖沙咀彌敦道58號美麗都大廈D座15字樓D2室,9017 7918,,
H/6233,DISNEY EXPLORERS LODGE,"Hong Kong Disneyland Resort,Lantau Island.",迪士尼探索家度假酒店,大嶼山香港迪士尼樂園,3510 2000,3550 3151,
H/6236,CHAT INN,"7/F, Long Wah Building,21 Lock Road, Tsim Sha Tsui,Kowloon.",CHAT INN,九龍尖沙咀樂道21號龍華大廈7字樓,6636 4886,,
H/6238,HOME TOWN,"Flat E4, 6/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",HOME TOWN,九龍尖沙咀彌敦道40號重慶大廈E座6字樓E4室,2316 7152,2724 5071,
H/6241,TUNG NAM LOU ART HOTEL,"G/F, 5/F-13/F, 15-23/F & 25/F,68 Portland Street, Mong Kok, Kowloon.",東南樓藝術酒店,"九龍旺角砵蘭街68號地下, 5-13字樓, 15-23字樓及25字樓",2272 4572,2744 5108,
H/6243,SWISS HOSTEL,"Flat D3, 11/F,  Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui,Kowloon.",SWISS HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座11字樓D3室,2739 3010,2739 3020,castleinnhk@gmail.com
H/6244,A DAY HOTEL,"Flat K, 8/F, Lucky House,22 Jordan Road, Jordan, Kowloon.",八天賓館,九龍佐敦佐敦道22 號鴻運大樓8字樓K室,9670 7286,,
H/6246,MINIMAL HOTEL . BAZAAR,"Flat B, 7/F, Tung Shing Mansion,950-954 Canton Road, Mong Kok, Kowloon. ",簡悅酒店．旺角,九龍旺角廣東道950-954號東成大廈7字樓B室 ,2117 0033,2117 0022,info.bazaar@minimalhotels.com.hk
H/6248,FIRST INN,"Flat C2, 17/F,  Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",FIRST INN,九龍尖沙咀彌敦道40號重慶大廈C座17字樓C2室,3104 1651,2368 3344,
H/6251,HOTEL EASE ACCESS . WAN CHAI,"G/F(Portion), 16/F-24/F(Portion),376-382 Lockhart Road, Wan Chai, Hong Kong.",旭逸雅捷酒店．灣仔,"香港灣仔駱克道376-382號地下(部份), 16-24字樓(部份), ",,,
H/6253,MULBERRY HOTEL,"Flat A11, 11/F, Block A,Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",MULBERRY HOTEL,九龍尖沙咀彌敦道58號美麗都大廈A座11字樓A11室,9655 3904,,mulberryhotel@yahoo.com
H/6254,CHECK INN HK,"Flat A, 14/F, Kwong Wah Mansion,269-273 Hennessy Road, Wan Chai, Hong Kong.",CHECK INN HK,香港灣仔軒尼詩道269-273號光華大廈14字樓A室,2955 0175,,checkinnhostel@gmail.com
H/6259,VIENNA MOTEL,"Flat 1, 1/F, Po Shing Mansion,  85A Tai Ho Road, Tsuen Wan, New Territories.",維也納賓館,新界荃灣大河道85A號寶成樓1字樓1室 ,2493 0795,,
H/6264,VIENNA MOTEL,"Flat 2, 1/F, Po Shing Mansion,85A Tai Ho Road, Tsuen Wan, New Territories.",維也納賓館,新界荃灣大河道85A號寶成樓1字樓2室,2493 0795,,johnnytai@ymail.com
H/6266,MY INN,"Flat 106-107, 1/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",美意賓館,九龍尖沙咀彌敦道101號海防大廈1字樓106-107室,6636 4886,,
H/6269,EVEREST HOSTEL,"Flat E1, 14/F, Block E,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon,",EVEREST HOSTEL,九龍尖沙咀彌敦道40號重慶大廈E座14字樓E1室,2153 1197,2153 1195,14everesthostel@gmail.com
H/6270,SUNRISE STAR ASIA LIMITED,"Flat A, 10/F, Savoy Mansion,49 Carnarvon Road,Tsim Sha Tsui, Kowloon.",SUNRISE STAR ASIA LIMITED,九龍尖沙咀加拿分道49號夏惠樓10字樓A室,3462 0994,,
H/6274,DIN DIAN HOTEL,"Flat 410, 4/F, Sincere House,83 Argyle Street,Mong Kok, Kowloon.",丁點賓館,九龍旺角亞皆老街83號先施大廈4字樓410室,3640 9167,3167 8180,2683526835@qq.com
H/6275,LUCKY GUEST HOUSE,"Flat G, 5/F, New Lucky House,15 Jordan Road,Jordan, Kowloon.",海濱賓館,九龍佐敦佐敦道15號華豐大廈5字樓G室,,,
H/6277,VICTORY HOSTEL,"Flat 16, 8/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",勝利賓館,九龍油麻地彌敦道385號平安大樓8字樓16室,9628 4067,,
H/6281,IN INN,"Flat M, 15/F, Lucky House,22 Jordan Road, Jordan, Kowloon.",迎旅舍,九龍佐敦佐敦道22號鴻運大樓15字樓M室,9313 5601,,ininnservicedapartment@gmail.com
H/6283,POP INN,"Flat P, 2/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",珀軒旅館,九龍佐敦佐敦道15號華豐大廈2字樓P室,3709 9668,3709 9662,info.popinn@tlodge.com.hk
H/6285,VERY GOOD HOTEL,"Flat 13, 9/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",好好賓館,九龍旺角亞皆老街83號先施大廈9字樓13室,5118 0796,,1450916388@qq.com
H/6286,L'ESCALE,"Flat B2, 6/F, Block B, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",L'ESCALE,九龍尖沙咀彌敦道58號美麗都大廈B座6字樓B2室,6545 2811,,
H/6290,SASA INN,"Flat C1, 8/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road,Tsim Sha Tsui, Kowloon.",新月賓館,九龍尖沙咀彌敦道87號華源大廈C座8字樓C1室,5125 0008,,chauszeyung@yahoo.com.hk
H/6291,PANDA BOUTIQUE HOSTEL,"Flat B, 11/F, Cornwall Court,687-689 Nathan Road, Mong Kok, Kowloon.",熊貓精品賓館,九龍旺角彌敦道687-689號嘉禾大廈11字樓B室,6589 5949,,sitleungman@gmail.com
H/6293,THE EMPEROR HOTEL,"B2/F, B1/F, LG/F, G-25/F, R/F & UR/F,373 Queen's Road East, Wan Chai, Hong Kong.",英皇駿景酒店,"香港灣仔皇后大道東373號第2層地庫, 第1層地庫, 地下低層, 地下-25字樓, 天台及天台高層",3610 0070,3610 0056,gm-hk@emperorhg.com
H/6295,TIME HOSTEL,"Flat A7, 16/F, Block A, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon. ",旅客棧,九龍尖沙咀彌敦道40號 重慶大廈A座16字樓A7室 ,2311 1183,3583 2349,garden hostel1@gmail.com
H/6296,建成賓館,"Flat A5, 3/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",建成賓館,九龍尖沙咀彌敦道58號美麗都大廈A座3字樓A5室,3569 3165,,
H/6298,L3 INN,"5/F, Long Wah Building,21A Lock Road, Tsim Sha Tsui,Kowloon.",旅旅旅館,九龍尖沙咀樂道21A號龍華大廈5字樓,,,
H/6300,HK HIKERS HOME,"Flat 23, 10/F, Man Ying Building,23 Man Yuen Street, Jordan, Kowloon.",香港驢友之家青年旅舍,九龍佐敦文苑街23號文英樓10字樓23室,,3493 6934,
H/6303,FORTUNE INN,"Flat 16A, 4/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",麗華賓館,九龍旺角西洋菜南街14-24號榮華大樓4字樓16A室,,,
H/6309,吉祥賓館,"Flat B2, 7/F, Block B,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",吉祥賓館,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B2室,6543 7978,,
H/6310,EMPIRE PRESTIGE TSIM SHA TSUI,"B/F, G/F(Portion), UG-3/F, 5-13/F, 15-22/F, Main Roof(Portion) & Upper Roof,8 Kimberley Street, Tsim Sha Tsui, Kowloon.",EMPIRE PRESTIGE TSIM SHA TSUI,"九龍尖沙咀金巴利街8號地庫, 地下(部份), 地下高層-3字樓,5-13字樓,15-22字樓,天台(部份)及天台高層",,,
H/6311,RUBY HOUSE,"Flat 12, 10/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",露比旅店,九龍油麻地彌敦道385號平安大樓10字樓12室,5264 6827,,pannagpannag@gmail.com
H/6312,NAM KEUNG TOURING TRADING LIMITED,"Flat B2, 11/F, Block B,Tsim Sha Tsui Mansion, 87 Nathan Road,Tsim Sha Tsui, Kowloon.",南強旅業貿易有限公司,九龍尖沙咀彌敦道87號華源大廈B座11字樓B2室,2369 0691 ,,
H/6313,SUN RISE HOTEL,"2/F, 3 San Lok Street,Sheung Shui, New Territories. ",新威酒店 ,新界上水新樂街3號2字樓 ,2673 2878,,
H/6314,THE BEACON,"G/F(Portion), 5/F-13/F, 15/F-23/F & 25/F-28/F, 88 Sai Yee Street,Mong Kok, Kowloon.",碧薈,"九龍旺角洗衣街88號地下(部分), 5-13字樓,15-23字樓及25-28字樓",,,
H/6315,ARTS VILLA,"Flat 301-303, 2/F, Block A, I-Feng Mansion,237 To Kwa Wan Road,To Kwa Wan, Kowloon.",雅仕賓館,九龍土瓜灣土瓜灣道237號益豐大廈A座2字樓301-303室,,,
H/6316,CALIFORNIA HOTEL 5,"Flat G, 11/F,Golden Crown Court,68 Nathan Road, Tsim Sha Tsui, Kowloon.",加洲酒店5,九龍尖沙咀彌敦道68號金冠大廈11字樓G室,2723 1312,2723 1369,
H/6318,KING SON HOTEL,"Front Portion, 2/F, 1 San Lok Street,Sheung Shui, New Territories.",建新酒店,新界上水新樂街1號2字樓前部份,2673 2878,,
H/6323,HOTEL 108,"Portion of G/F & 1/F - Upper Roof, Cosmos Centre, 106-108 Soy Street,Mong Kok, Kowloon. ",HOTEL 108,九龍旺角豉油街106-108號 嘉寶商業中心地下(部分) & 1字樓-天台高層,3120 3600,3120 3601,
H/6325,RICH HOTEL,"Flat E2, 11/F, Block E, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",富裕酒店,九龍尖沙咀彌敦道40號重慶大廈E座11字樓E2室,3705 2464,2723 7960,sales@hotelskygroup.com
H/6328,MEI LAM GUEST HOUSE,"Flat D1, 5/F, Block D, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",美林賓館,九龍尖沙咀彌敦道58號美麗都大廈D座5字樓D1室,9809 2326,,liaoyanpingphilip@gmail.com
H/6330,HONG KONG PLAYGROUND ASSOCIATION JOCKEY CLUB SILVERMINE BAY CAMP,"G/F-1/F, Block A1, G/F-1/F, Block A2,G/F-1/F, Block B, G/F-1/F, Block C1, G/F-1/F, Block C2, 30 Tung Wan Tau Road,Mui Wo, Lantau Island.",香港遊樂場協會賽馬會銀礦灣營,"大嶼山梅窩東灣頭道30號A1座地下-1字樓,A2座地下-1字樓,B座地下-1字樓,C1座地下-1字樓,C2座地下-1字樓。",2984 7847,2984 7886,camp@hkpa.hk
H/6333,QIAOBAO LVYOU TRADING COMPANY,"Flat C, 12/F, Tsang Cheung House,444-446A Nathan Road,Yau Ma Tei, Kowloon.",僑胞旅遊貿易公司,九龍油麻地彌敦道444-446A號增祥大廈12字樓C室,2770 6861,2771 6268,wzocs@yahoo.com.hk
H/6335,WORLDSKY CREATION LIMITED,"G/F,21 Chung Hok Road,Lot 1782, Cheung Chau.",天匯創作有限公司,長洲中學路21號第1782號地段地下,2541 5944,2541 8379,
H/6337,MING TING INN,"Flat 7, 7/F, James S Lee Mansion,33 Carnarvon Road, Tsim Sha Tsui,Kowloon.",名亭賓館,九龍尖沙咀加拿分道33號發利大廈7字樓7室,,,
H/6340,NARUTO INN,"Flat C4, 10/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",鳴人館,九龍尖沙咀彌敦道87號華源大廈C座10字樓C4室,2171 4688,,derekngweihk@hotmail.com
H/6341,HYATT CENTRIC VICTORIA HARBOUR HONG KONG,"B2/F(Portion), B1/F(Portion), G/F(Portion),1-2/F(Portion) at Podium, 3/F, 5-12/F, 15-23/F,R/F & UR/F at Tower 1 and Tower 2,1 North Point Estate Lane, North Point, Hong Kong.",香港維港凱悅尚萃酒店,"香港北角北角邨里1號第1座及第2座地庫2字樓(部份),地庫1字樓(部份),地下(部份),1-2字樓(部份)平台,3字樓,5-12字樓,15-23字樓,天台及天台高層",3896 9888,3896 9899,info@hotelvic.com
H/6344,HONG KONG MOTEL 2 ,"Flat C, 5/F, Fook Kiu Mansion,34-36A Cameron Road,Tsim Sha Tsui, Kowloon.",香港住宿 2,九龍尖沙咀金馬倫道34-36A號福僑大廈5字樓C室,2311 2355,,hkmotel@qq.com
H/6345,THE OTTO HOTEL,"G/F(Portion), 3-18/F, 8 Cameron Road, Tsim Sha Tsui, Kowloon.",康境酒店,"九龍尖沙咀金馬倫道8號地下(部份),3-18字樓",3551 6888,3551 6800,info@theotto.hk
H/6346,JUST HOTEL,"Flat F, 9/F, Kim Tak Building,328-342A Nathan Road,Yau Ma Tei, Kowloon.",捷舒旅,九龍油麻地彌敦道328-342A號儉德大廈9字樓F室,,,
H/6348,THE JOCKEY CLUB HONG CHI LODGE,"1/F-3/F, Hong Chi Association Training Centre (Jockey Club Hong Chi Lodge), Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, New Territories.",賽馬會匡智居,新界大埔南坑頌雅路松嶺村匡智會訓練中心(賽馬會匡智居)1-3字樓,2689 1333,2664 6030,jchc_lodge@hongchi.org.hk
H/6350,VVE VVE HOTEL,"Flat 6-7, 4/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",優遊居,九龍尖沙咀彌敦道101號海防大廈4字樓6-7室,6060 0329,3560 8488,vvevvhotel@gmail.com
H/6357,SOLAR TOWER,"G/F-2/F, House 7C,Tai Yuk Road, Ma Wan,New Territories.",太陽館,新界馬灣體育路7C號屋地下至2字樓 ,8201 1122,2907 1107,solar@skhwc.org.hk
H/6359,18 HOTEL,"Flat A, 7/F, Chun Yee Building,731-733 Nathan Road, Mong Kok, Kowloon.",18居酒店,九龍旺角彌敦道731-733號振宜大廈7字樓A室,,,
H/6360,DREAMLAND GUEST HOUSE,"Flat D8, 5/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",DREAMLAND GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座5字樓D8室,,,
H/6361,ECO TREE HOTEL CAUSEWAY BAY,"G/F,1/F,Upper First Floor,2/F,3/F,5/F-12/F,15/F-23/F,25/F-31/F,Roof,Lev+103.00,Lift Machine RoomFloor,Emergency Generator Room Floor and Upperroof at No.15 Mercury Street,North Point,Hong Kong",頤庭酒店銅鑼灣,"香港北角水星街15號, 地下, 1字樓, 1字樓高層, 2字樓, 3字樓, 5-12字樓, 15-23字樓, 25-31字樓, 天台, Lev+103.00,升降機房樓層, 緊急發電機房樓層及天台高層",2317 1788,2317 1698,lora.cheung@ecotreehotel.com.hk
H/6363,WONTONMEEN,"1/F, Hong Mei Building,135 Lai Chi Kok Road,Sham Shui Po, Kowloon.",WONTONMEEN,九龍深水埗茘枝角道135號康美樓1字樓,6904 0918,,choipuiyee@gmail.com
H/6367,THE PIER HOTEL,"LG/F-UG/F & 1/F-R/F,Lot 535 in DD 210, Pak Sha Wan,Sai Kung, New Territories.",THE PIER HOTEL,"新界西貢白沙灣第210約535地段地下低層-地下高層,1字樓-天台",2912 6714,,
H/6371,HONG KONG HOSTEL ,"Flat E, 9/F, Hong Kong Mansion,1 Yee Wo Street, Causeway Bay,Hong Kong.",香港旅館,香港銅鑼灣怡和街1號香港大廈9字樓E室,2392 6868,2576 7509,hosteltb@yahoo.com.hk
H/6373,FONG CHE HO HAU SUMMER HOUSE,"G/F, 4 Chung Hok Road, Cheung Chau.",芳姐可口度假屋,長洲中學路4號地下,2981 7170,,brendafung182838@yahoo.com.hk
H/6377,AKVO HOTEL,"B/F, G/F, 1-3/F, 5-13/F, 15-23/F,25-30/F, R-UR/F, 57 Jervois Street,Sheung Wan, Hong Kong.",AKVO HOTEL,"香港上環蘇杭街57號地庫,地下, 1-3字樓, 5-13字樓, 15-23字樓 , 25-30字樓 , 天台及天台高層",,,
H/6381,YUE KA HOSTEL,"2/F, 101 Argyle Street,Mong Kok, Kowloon.",裕家賓館,九龍旺角亞皆老街101號2字樓,,2177 2227,yuekahotel@yahoo.com.hk
H/6386,恆美渡假屋,"Flat F, G/F, Block 2,Bela Vista Villa,DD CC 1491, Cheung Chau,",恆美渡假屋,長洲長洲地段第1491號東堤小築2座地下F室,9804 1800,,
H/6387,SOLAR VILLAS,"G/F-2/F, House 7B,Tai Yuk Road, Ma Wan,New Territories.",太陽村莊,新界馬灣體育路7B號屋地下至2字樓 ,8201 1122,2907 1107,reservations@solarvillas.com.hk
H/6390,HONG KONG MOTEL LIMITED,"Flat C & D, 2/F, Fook Kiu Mansion,34-36A Cameron Road, Tsim Sha Tsui,Kowloon.",香港連鎖酒店有限公司,九龍尖沙咀金馬倫道34-36A號福僑大廈2字樓C&D室,,,
H/6391,SO GOOD INN,"Flat 402, 4/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",好正旅館,九龍尖沙咀彌敦道101號海防大廈4字樓402室,,,
H/6392,KK HOTEL,"G/F-12/F, Main Roof, E&M/F, UR/F, 164 Hai Tan Street, Sham Shui Po, Kowloon.",KK HOTEL,"九龍深水海壇街164號地下-12字樓,天台,機電層,天台高層",,2662 2836,
H/6397,OCEAN INN,"Flat G, 11/F, New Lucky House,15 Jordan Road,Jordan, Kowloon.",宏洋旅店,九龍佐敦佐敦道15號華豐大廈11字樓G室,2385 0125,,ocean.inn.hk@gmail.com
H/6400,DIOR INN,"Flat 17, 9/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",迪奧旅館,九龍油麻地彌敦道385號平安大樓9字樓17室,9230 0910,,
H/6405,NEW WING LEE GUEST HOUSE,"Flat D3, Block D,10/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",新永利旅館,九龍尖沙咀彌敦道58號美麗都大廈D座10字樓D3室,2366 6630,2368 5835,
H/6406,LILY INN,"Flat A4, 12/F, Block A,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",小百合旅館,九龍尖沙咀彌敦道87號華源大廈A座12字樓A4室,6993 0963,,
H/6412,HOTEL COZI．RESORT,"G/F(Portion), 1/F, 2/F(Portion), 3/F-13/F,R/F & UR/F, 4 Kin Fung Circuit, Tuen Mun,New Territories.",悅品度假酒店．屯門,"新界屯門建豐街4號地下(部份),1字樓,2字樓(部份),3-13字樓,天台及天台高層",,,
H/6419,URBANWOOD (AP LEI CHAU),"17-19 Wai Fung Street,Ap Lei Chau, Hong Kong.",城木酒店  (鴨脷洲),香港鴨脷洲惠風街17-19號,,,
